"COLLECTOR_SAMPLE_ID","COLLECTOR_STATION_NAME","YEAR","MONTH","DAY","LATITUDE","LONGITUDE","START_DEPTH","METHOD","DATA_VALUE","Date"
"321322","MFD-SETNO049","2008","7","11",44.53283,-66.52595,5,"Chl_a_Holm-Hansen_sF",1.84,2008-07-11
"321326","MFD-SETNO050","2008","7","11",44.71353,-66.34748,5,"Chl_a_Holm-Hansen_sF",3.704,2008-07-11
"321330","MFD-SETNO051","2008","7","11",44.71628,-66.23023,5,"Chl_a_Holm-Hansen_sF",2.902,2008-07-11
"321334","MFD-SETNO052","2008","7","11",44.63251,-65.96653,5,"Chl_a_Holm-Hansen_sF",1.853,2008-07-11
"321310","MFD-SETNO045","2008","7","11",43.96366,-66.47365,5,"Chl_a_Holm-Hansen_sF",4.009,2008-07-11
"321338","MFD-SETNO054","2008","7","12",44.83601,-65.99061,5,"Chl_a_Holm-Hansen_sF",1.513,2008-07-12
"321342","MFD-SETNO055","2008","7","12",44.94561,-65.65711,5,"Chl_a_Holm-Hansen_sF",1.413,2008-07-12
"321346","MFD-SETNO056","2008","7","12",45.10045,-65.24081,5,"Chl_a_Holm-Hansen_sF",1.527,2008-07-12
"321350","MFD-SETNO057","2008","7","12",45.20028,-65.24903,5,"Chl_a_Holm-Hansen_sF",1.222,2008-07-12
"321354","MFD-SETNO058","2008","7","12",45.34326,-65.22046,5,"Chl_a_Holm-Hansen_sF",1.145,2008-07-12
"321358","MFD-SETNO059","2008","7","12",45.21236,-65.42635,5,"Chl_a_Holm-Hansen_sF",1.184,2008-07-12
"321362","MFD-SETNO060","2008","7","12",45.12563,-65.61236,5,"Chl_a_Holm-Hansen_sF",0.693,2008-07-12
"321366","MFD-SETNO061","2008","7","12",45.03323,-65.95633,5,"Chl_a_Holm-Hansen_sF",1.756,2008-07-12
"321369","MFD-SETNO062","2008","7","12",45.15733,-66.14496,5,"Chl_a_Holm-Hansen_sF",1.451,2008-07-12
"321373","MFD-SETNO063","2008","7","12",44.988,-66.14655,5,"Chl_a_Holm-Hansen_sF",4.429,2008-07-12
"321377","MFD-SETNO064","2008","7","13",44.77365,-66.68376,5,"Chl_a_Holm-Hansen_sF",1.424,2008-07-13
"321381","MFD-SETNO066","2008","7","13",44.4077,-67.11435,5,"Chl_a_Holm-Hansen_sF",1.21,2008-07-13
"321385","MFD-SETNO067","2008","7","13",44.17546,-67.07156,5,"Chl_a_Holm-Hansen_sF",0.706,2008-07-13
"321389","MFD-SETNO068","2008","7","13",44.04158,-66.94405,5,"Chl_a_Holm-Hansen_sF",0.429,2008-07-13
"321396","MFD-SETNO070","2008","7","13",43.70215,-67.17958,5,"Chl_a_Holm-Hansen_sF",0.322,2008-07-13
"239830","P5","2008","7","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.732,2008-07-14
"327313","WV","2008","7","14",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",5.76,2008-07-14
"327345","WV","2008","8","12",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",8.906,2008-08-12
"239835","P5","2008","8","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",8.954,2008-08-13
"239840","P5","2008","9","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.384,2008-09-16
"327385","WV","2008","9","16",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",2.335,2008-09-16
"239845","P5","2008","10","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.216,2008-10-14
"327417","WV","2008","10","14",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",1.252,2008-10-14
"239850","P5","2008","11","18",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.586,2008-11-18
"327441","WV","2008","11","18",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.357,2008-11-18
"239855","P5","2008","12","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.199,2008-12-15
"327449","WV","2008","12","15",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.22,2008-12-15
"239860","P5","2009","1","13",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.355,2009-01-13
"239865","P5","2009","2","17",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.458,2009-02-17
"239870","P5","2009","3","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.415,2009-03-16
"239875","P5","2009","4","6",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.652,2009-04-06
"239880","P5","2009","5","11",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.577,2009-05-11
"239885","P5","2009","6","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.207,2009-06-15
"326940","MFD-SETNO052","2009","7","7",44.0439,-66.4052,5,"Chl_a_Holm-Hansen_sF",2.868,2009-07-07
"326944","MFD-SETNO053","2009","7","7",44.201,-66.8694,5,"Chl_a_Holm-Hansen_sF",3.513,2009-07-07
"326948","MFD-SETNO054","2009","7","7",44.2296,-66.6455,5,"Chl_a_Holm-Hansen_sF",3.223,2009-07-07
"326936","MFD-SETNO051","2009","7","7",43.9453,-66.4297,5,"Chl_a_Holm-Hansen_sF",2.546,2009-07-07
"326952","MFD-SETNO055","2009","7","8",44.4232,-66.4479,5,"Chl_a_Holm-Hansen_sF",4.479,2009-07-08
"326956","MFD-SETNO056","2009","7","8",44.5932,-66.1698,5,"Chl_a_Holm-Hansen_sF",4.931,2009-07-08
"326960","MFD-SETNO057","2009","7","8",44.5463,-66.1324,5,"Chl_a_Holm-Hansen_sF",3.19,2009-07-08
"326964","MFD-SETNO058","2009","7","8",45.0216,-66.456,5,"Chl_a_Holm-Hansen_sF",1.131,2009-07-08
"326968","MFD-SETNO059","2009","7","8",44.9421,-65.87,5,"Chl_a_Holm-Hansen_sF",3.319,2009-07-08
"326972","MFD-SETNO060","2009","7","8",44.9406,-65.6603,5,"Chl_a_Holm-Hansen_sF",5.06,2009-07-08
"326978","MFD-SETNO062","2009","7","8",45.2381,-65.0855,5,"Chl_a_Holm-Hansen_sF",1.289,2009-07-08
"326981","MFD-SETNO063","2009","7","9",45.3259,-65.0501,5,"Chl_a_Holm-Hansen_sF",0.935,2009-07-09
"326983","MFD-SETNO064","2009","7","9",45.3184,-65.2187,5,"Chl_a_Holm-Hansen_sF",0.935,2009-07-09
"326985","MFD-SETNO065","2009","7","9",45.3768,-65.229,5,"Chl_a_Holm-Hansen_sF",0.87,2009-07-09
"326988","MFD-SETNO066","2009","7","9",45.2193,-65.7512,5,"Chl_a_Holm-Hansen_sF",0.902,2009-07-09
"326992","MFD-SETNO067","2009","7","9",45.0403,-65.9235,5,"Chl_a_Holm-Hansen_sF",4.608,2009-07-09
"326996","MFD-SETNO068","2009","7","9",44.8704,-66.8616,5,"Chl_a_Holm-Hansen_sF",1.156,2009-07-09
"327000","MFD-SETNO069","2009","7","9",44.7899,-66.7052,5,"Chl_a_Holm-Hansen_sF",0.783,2009-07-09
"330752","MFD-SETNO070","2009","7","9",44.7331,-66.5947,5,"Chl_a_Holm-Hansen_sF",3.48,2009-07-09
"330756","MFD-SETNO071","2009","7","10",44.4193,-66.7822,5,"Chl_a_Holm-Hansen_sF",4.802,2009-07-10
"330760","MFD-SETNO072","2009","7","10",44.3417,-67.133,5,"Chl_a_Holm-Hansen_sF",2.965,2009-07-10
"330764","MFD-SETNO073","2009","7","10",44.1399,-67.2517,5,"Chl_a_Holm-Hansen_sF",2.062,2009-07-10
"330768","MFD-SETNO074","2009","7","10",43.8135,-67.1078,5,"Chl_a_Holm-Hansen_sF",0.659,2009-07-10
"330772","MFD-SETNO075","2009","7","10",43.7371,-67.0935,5,"Chl_a_Holm-Hansen_sF",1.74,2009-07-10
"330776","MFD-SETNO076","2009","7","10",43.5775,-67.0304,5,"Chl_a_Holm-Hansen_sF",0.833,2009-07-10
"239890","P5","2009","7","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.167,2009-07-15
"239895","P5","2009","8","17",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.303,2009-08-17
"239899","P5","2009","9","16",44.93333,-66.84999,10,"Chl_a_Holm-Hansen_sF",2.181,2009-09-16
"240805","P5","2009","10","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.636,2009-10-14
"240810","P5","2009","11","18",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.846,2009-11-18
"240815","P5","2009","12","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.464,2009-12-14
"240820","Prince 5","2010","1","27",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.528,2010-01-27
"240825","Prince 5","2010","2","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.631,2010-02-15
"240830","Prince 5","2010","3","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.437,2010-03-16
"240835","Prince 5","2010","4","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.825,2010-04-14
"240840","Prince 5","2010","5","12",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.717,2010-05-12
"240845","Prince 5","2010","6","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",3.754,2010-06-14
"357817","MFD-SETNO040","2010","7","12",44.0067,-66.4542,5,"Chl_a_Holm-Hansen_sF",3.384,2010-07-12
"357821","MFD-SETNO041","2010","7","12",44.2047,-66.526,5,"Chl_a_Holm-Hansen_sF",2.965,2010-07-12
"357825","MFD-SETNO042","2010","7","12",44.2338,-66.6302,5,"Chl_a_Holm-Hansen_sF",2.675,2010-07-12
"357829","MFD-SETNO043","2010","7","12",44.3495,-66.5927,5,"Chl_a_Holm-Hansen_sF",3.577,2010-07-12
"357833","MFD-SETNO044","2010","7","12",44.4077,-66.8367,5,"Chl_a_Holm-Hansen_sF",4.544,2010-07-12
"357837","MFD-SETNO045","2010","7","12",44.4692,-66.6142,5,"Chl_a_Holm-Hansen_sF",4.834,2010-07-12
"357841","MFD-SETNO046","2010","7","12",44.492,-66.452,5,"Chl_a_Holm-Hansen_sF",4.834,2010-07-12
"357813","MFD-SETNO039","2010","7","12",43.888,-66.6273,5,"Chl_a_Holm-Hansen_sF",2.933,2010-07-12
"357845","MFD-SETNO047","2010","7","13",44.7937,-65.9787,5,"Chl_a_Holm-Hansen_sF",3.996,2010-07-13
"357849","MFD-SETNO048","2010","7","13",44.928,-65.881,5,"Chl_a_Holm-Hansen_sF",1.805,2010-07-13
"357853","MFD-SETNO049","2010","7","13",45.143,-65.5262,5,"Chl_a_Holm-Hansen_sF",3.416,2010-07-13
"357857","MFD-SETNO050","2010","7","13",45.136,-65.2093,5,"Chl_a_Holm-Hansen_sF",3.48,2010-07-13
"357860","MFD-SETNO051","2010","7","13",45.0903,-65.1412,5,"Chl_a_Holm-Hansen_sF",5.188,2010-07-13
"357864","MFD-SETNO052","2010","7","13",45.284,-65.3072,5,"Chl_a_Holm-Hansen_sF",2.643,2010-07-13
"357868","MFD-SETNO053","2010","7","13",45.1493,-65.4617,5,"Chl_a_Holm-Hansen_sF",3.094,2010-07-13
"357872","MFD-SETNO054","2010","7","13",45.0703,-65.6632,5,"Chl_a_Holm-Hansen_sF",2.224,2010-07-13
"357876","MFD-SETNO055","2010","7","13",45.0298,-65.8547,5,"Chl_a_Holm-Hansen_sF",1.032,2010-07-13
"357880","MFD-SETNO056","2010","7","13",45.0717,-66.1002,5,"Chl_a_Holm-Hansen_sF",2.191,2010-07-13
"357884","MFD-SETNO057","2010","7","14",44.8823,-66.5895,5,"Chl_a_Holm-Hansen_sF",3.19,2010-07-14
"357888","MFD-SETNO058","2010","7","14",44.74,-66.8875,5,"Chl_a_Holm-Hansen_sF",1.354,2010-07-14
"357892","MFD-SETNO059","2010","7","14",44.6515,-66.973,5,"Chl_a_Holm-Hansen_sF",1.192,2010-07-14
"357897","MFD-SETNO060","2010","7","14",44.3105,-66.8668,5,"Chl_a_Holm-Hansen_sF",2.449,2010-07-14
"357901","MFD-SETNO061","2010","7","14",44.046,-67.3302,5,"Chl_a_Holm-Hansen_sF",1.966,2010-07-14
"357905","MFD-SETNO062","2010","7","14",43.7857,-67.156,5,"Chl_a_Holm-Hansen_sF",0.696,2010-07-14
"357909","MFD-SETNO063","2010","7","14",43.8167,-66.855,5,"Chl_a_Holm-Hansen_sF",1.805,2010-07-14
"240855","Prince 5","2010","8","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",4.665,2010-08-16
"240860","Prince 5","2010","9","21",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",4.267,2010-09-21
"240865","Prince 5","2010","10","12",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.03,2010-10-12
"240870","Prince 5","2010","11","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.858,2010-11-15
"240875","Prince 5","2010","12","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.011,2010-12-15
"240880","Prince_5","2011","1","17",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.255,2011-01-17
"352698","The Wolves","2011","1","18",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.292,2011-01-18
"240885","Prince_5","2011","2","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.282,2011-02-16
"352706","Wolves","2011","2","17",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.355,2011-02-17
"240890","Prince 5","2011","3","14",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.401,2011-03-14
"352714","Wolves","2011","3","15",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.373,2011-03-15
"352721","Brandy Cove","2011","04","06",45.0833333333333,-67.0856833333333,0,"StAndrew",0.30417671641791,2011-04-06
"352726","Deadmans","2011","04","06",45.0477666666667,-66.7778166666667,0,"StAndrew",0.564801492537313,2011-04-06
"352727","Lime Kiln","2011","04","06",45.0586666666667,-66.8225,0,"StAndrew",0.446346268656716,2011-04-06
"352728","Pass Bay","2011","04","06",45.0666666666667,-66.9666666666667,0,"StAndrew",0.546582089552239,2011-04-06
"352722","Wolves","2011","04","06",44.9934333333333,-66.7393,0,"StAndrew",0.476102686567164,2011-04-06
"352729","Brandy Cove","2011","04","12",45.0833333333333,-67.0856833333333,0,"StAndrew",0.324014328358209,2011-04-12
"352734","Deadmans","2011","04","12",45.0477666666667,-66.7778166666667,0,"StAndrew",0.482715223880597,2011-04-12
"352735","Lime Kiln","2011","04","12",45.0586666666667,-66.8225,0,"StAndrew",0.386833432835821,2011-04-12
"352736","Pass Bay","2011","04","12",45.0666666666667,-66.9666666666667,0,"StAndrew",0.675707014925373,2011-04-12
"371630","Stn 46","2011","04","12",44.8933333333333,-66.6675,0,"StAndrew",0.462877611940299,2011-04-12
"240895","Prince 5","2011","4","15",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.462,2011-04-15
"352730","Wolves","2011","4","15",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.406,2011-04-15
"352737","Brandy Cove","2011","04","19",45.0833333333333,-67.0856833333333,0,"StAndrew",0.310789253731343,2011-04-19
"352742","Deadmans","2011","04","19",45.0477666666667,-66.7778166666667,0,"StAndrew",0.52569671641791,2011-04-19
"352743","Lime Kiln","2011","04","19",45.0586666666667,-66.8225,0,"StAndrew",0.568678208955224,2011-04-19
"352744","Pass Bay","2011","04","19",45.0666666666667,-66.9666666666667,0,"StAndrew",0.780279402985075,2011-04-19
"371628","Stn 46","2011","04","19",44.8933333333333,-66.6675,0,"StAndrew",0.974738059701493,2011-04-19
"371629","Stn 57","2011","04","19",44.84305,-66.59445,0,"StAndrew",1.02939626865672,2011-04-19
"352738","Wolves","2011","04","19",44.9934333333333,-66.7393,0,"StAndrew",0.505859104477612,2011-04-19
"352745","Brandy Cove","2011","04","26",45.0833333333333,-67.0856833333333,0,"StAndrew",0.340545671641791,2011-04-26
"352750","Deadmans","2011","04","26",45.0477666666667,-66.7778166666667,0,"StAndrew",0.575290746268657,2011-04-26
"376001","Lime Kiln","2011","04","26",45.0586666666667,-66.8225,0,"StAndrew",0.74682671641791,2011-04-26
"376002","Pass Bay","2011","04","26",45.0666666666667,-66.9666666666667,0,"StAndrew",0.624884776119403,2011-04-26
"371626","Stn 46","2011","04","26",44.8933333333333,-66.6675,0,"StAndrew",1.70351417910448,2011-04-26
"371627","Stn 57","2011","04","26",44.84305,-66.59445,0,"StAndrew",0.828982835820895,2011-04-26
"352746","Wolves","2011","04","26",44.9934333333333,-66.7393,0,"StAndrew",0.783434328358209,2011-04-26
"376011","Brandy Cove","2011","05","10",45.0833333333333,-67.0856833333333,0,"StAndrew",0.368105703832753,2011-05-10
"376012","Wolves","2011","5","17",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.925,2011-05-17
"376019","Brandy Cove","2011","05","17",45.0833333333333,-67.0856833333333,0,"StAndrew",0.285693979094077,2011-05-17
"376016","Deadmans","2011","05","17",45.0477666666667,-66.7778166666667,0,"StAndrew",1.15411528571429,2011-05-17
"376017","Lime Kiln","2011","05","17",45.0586666666667,-66.8225,0,"StAndrew",0.540323662020906,2011-05-17
"376018","Pass Bay","2011","05","17",45.0666666666667,-66.9666666666667,0,"StAndrew",0.230752829268293,2011-05-17
"322822","Stn 46","2011","05","17",44.8933333333333,-66.6675,0,"StAndrew",0.269211634146341,2011-05-17
"322821","Stn 57","2011","05","17",44.84305,-66.59445,0,"StAndrew",0.611747156794425,2011-05-17
"240900","Prince 5","2011","5","18",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.843,2011-05-18
"376020","Brandy Cove","2011","05","24",45.0833333333333,-67.0856833333333,0,"StAndrew",0.175811679442509,2011-05-24
"376027","Pass Bay","2011","05","24",45.0666666666667,-66.9666666666667,0,"StAndrew",0.332393956445993,2011-05-24
"376028","Brandy Cove","2011","05","31",45.0833333333333,-67.0856833333333,0,"StAndrew",1.23042042857143,2011-05-31
"376025","Deadmans","2011","05","31",45.0477666666667,-66.7778166666667,0,"StAndrew",0.591364857142857,2011-05-31
"376026","Lime Kiln","2011","05","31",45.0586666666667,-66.8225,0,"StAndrew",1.135039,2011-05-31
"376029","Pass Bay","2011","05","31",45.0666666666667,-66.9666666666667,0,"StAndrew",3.69236148083624,2011-05-31
"322823","Stn 46","2011","05","31",44.8933333333333,-66.6675,0,"StAndrew",0.370852761324042,2011-05-31
"322824","Stn 57","2011","05","31",44.84305,-66.59445,0,"StAndrew",0.858432857142857,2011-05-31
"376021","Wolves","2011","05","31",44.9934333333333,-66.7393,0,"StAndrew",0.653862675958188,2011-05-31
"376030","Brandy Cove","2011","06","07",45.0833333333333,-67.0856833333333,0,"StAndrew",1.30672557142857,2011-06-07
"376035","Deadmans","2011","06","07",45.0477666666667,-66.7778166666667,0,"StAndrew",1.44025957142857,2011-06-07
"376036","Lime Kiln","2011","06","07",45.0586666666667,-66.8225,0,"StAndrew",1.67871314285714,2011-06-07
"322825","Stn 46","2011","06","07",44.8933333333333,-66.6675,0,"StAndrew",1.48795028571429,2011-06-07
"322826","Stn 57","2011","06","07",44.84305,-66.59445,0,"StAndrew",2.270078,2011-06-07
"376031","Wolves","2011","06","07",44.9934333333333,-66.7393,0,"StAndrew",1.869476,2011-06-07
"22145","Prince 5","2011","6","16",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2.48,2011-06-16
"376039","Wolves","2011","6","16",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.754,2011-06-16
"322830","Stn 17","2011","06","17",45.0608333333333,-66.2025,0,"StAndrew",0.304923381533101,2011-06-17
"322831","Stn 20","2011","06","17",45.0366666666667,-66.74445,0,"StAndrew",1.41164514285714,2011-06-17
"322832","Stn 39","2011","06","17",44.95,-66.1911166666667,0,"StAndrew",0.527435038327526,2011-06-17
"376046","Brandy Cove","2011","06","21",45.0833333333333,-67.0856833333333,0,"StAndrew",13.945550087108,2011-06-21
"376052","Deadmans","2011","06","21",45.0477666666667,-66.7778166666667,0,"StAndrew",1.5489944,2011-06-21
"376053","Lime Kiln","2011","06","21",45.0586666666667,-66.8225,0,"StAndrew",2.470379,2011-06-21
"376047","Pass Bay","2011","06","21",45.0666666666667,-66.9666666666667,0,"StAndrew",4.21202717073171,2011-06-21
"322833","Stn 46","2011","06","21",44.8933333333333,-66.6675,0,"StAndrew",0.862248114285714,2011-06-21
"322834","Stn 57","2011","06","21",44.84305,-66.59445,0,"StAndrew",1.05873385714286,2011-06-21
"376048","Wolves","2011","06","21",44.9934333333333,-66.7393,0,"StAndrew",1.14457714285714,2011-06-21
"322837","Stn 66","2011","06","22",44.7891666666667,-66.5141666666667,0,"StAndrew",0.470881641114983,2011-06-22
"322838","Stn 17","2011","06","23",45.0608333333333,-66.2025,0,"StAndrew",0.236246944250871,2011-06-23
"322839","Stn 20","2011","06","23",45.0366666666667,-66.74445,0,"StAndrew",1.24949671428571,2011-06-23
"322840","Stn 39","2011","06","23",44.95,-66.1911166666667,0,"StAndrew",1.24949671428571,2011-06-23
"376054","Brandy Cove","2011","06","28",45.0833333333333,-67.0856833333333,0,"StAndrew",2.70773175261324,2011-06-28
"376059","Deadmans","2011","06","28",45.0477666666667,-66.7778166666667,0,"StAndrew",1.72640385714286,2011-06-28
"376060","Lime Kiln","2011","06","28",45.0586666666667,-66.8225,0,"StAndrew",1.669175,2011-06-28
"376061","Pass Bay","2011","06","28",45.0666666666667,-66.9666666666667,0,"StAndrew",1.58333171428571,2011-06-28
"322835","Stn 46","2011","06","28",44.8933333333333,-66.6675,0,"StAndrew",0.255476346689895,2011-06-28
"322836","Stn 57","2011","06","28",44.84305,-66.59445,0,"StAndrew",1.96485742857143,2011-06-28
"376055","Wolves","2011","06","28",44.9934333333333,-66.7393,0,"StAndrew",1.85039971428571,2011-06-28
"322843","Stn 66","2011","06","29",44.7891666666667,-66.5141666666667,0,"StAndrew",3.8291156097561,2011-06-29
"322844","Stn 17","2011","06","30",45.0608333333333,-66.2025,0,"StAndrew",1.85039971428571,2011-06-30
"322845","Stn 20","2011","06","30",45.0366666666667,-66.74445,0,"StAndrew",14.7383869285714,2011-06-30
"322846","Stn 39","2011","06","30",44.95,-66.1911166666667,0,"StAndrew",5.23494805505227,2011-06-30
"376062","Brandy Cove","2011","07","05",45.0833333333333,-67.0856833333333,0,"StAndrew",4.75904368641115,2011-07-05
"376067","Deadmans","2011","07","05",45.0477666666667,-66.7778166666667,0,"StAndrew",12.8832053571429,2011-07-05
"376068","Lime Kiln","2011","07","05",45.0586666666667,-66.8225,0,"StAndrew",5.52486680836237,2011-07-05
"376069","Pass Bay","2011","07","05",45.0666666666667,-66.9666666666667,0,"StAndrew",0.28514793554007,2011-07-05
"322841","Stn 46","2011","07","05",44.8933333333333,-66.6675,0,"StAndrew",1.44025957142857,2011-07-05
"322842","Stn 57","2011","07","05",44.84305,-66.59445,0,"StAndrew",3.77441395818815,2011-07-05
"376063","Wolves","2011","07","05",44.9934333333333,-66.7393,0,"StAndrew",11.6464176428571,2011-07-05
"322849","Brandy Cove","2011","07","09",45.0833333333333,-67.0856833333333,0,"StAndrew",5.0052011184669,2011-07-09
"322850","Pass Bay","2011","07","09",45.0666666666667,-66.9666666666667,0,"StAndrew",2.22238728571429,2011-07-09
"322851","Stn 20","2011","07","09",45.0366666666667,-66.74445,0,"StAndrew",3.00859083623693,2011-07-09
"322852","Stn 10","2011","07","09",45.08695,-66.58945,0,"StAndrew",2.65759553658537,2011-07-09
"322853","Stn 11","2011","07","09",45.0586166666667,-66.66055,0,"StAndrew",11.2341550714286,2011-07-09
"353276","MFD-SETNO047","2011","7","10",43.8112,-66.3772,5,"Chl_a_Holm-Hansen_sF",1.79,2011-07-10
"322854","Stn 65","2011","07","10",44.7877833333333,-66.59695,0,"StAndrew",4.07527304181185,2011-07-10
"322855","Stn 66","2011","07","10",44.7891666666667,-66.5141666666667,0,"StAndrew",0.626329108013937,2011-07-10
"322856","Stn 59","2011","07","10",44.8448833333333,-66.4342333333333,0,"StAndrew",1.669175,2011-07-10
"322857","Stn 36","2011","07","10",44.95195,-66.43945,0,"StAndrew",4.26672882229965,2011-07-10
"322858","Stn 25","2011","07","10",45.0002833333333,-66.5111166666667,0,"StAndrew",1.67871314285714,2011-07-10
"322859","Stn 23","2011","07","10",45.0111166666667,-66.6613833333333,0,"StAndrew",5.60691928571429,2011-07-10
"322860","Deadmans","2011","07","10",45.0477666666667,-66.7778166666667,0,"StAndrew",4.54023708013937,2011-07-10
"353280","MFD-SETNO049","2011","7","11",44.121,-66.4008,5,"Chl_a_Holm-Hansen_sF",1.749,2011-07-11
"353284","MFD-SETNO050","2011","7","11",44.5373,-66.4125,5,"Chl_a_Holm-Hansen_sF",2.42,2011-07-11
"353288","MFD-SETNO051","2011","7","11",44.416,-66.5807,5,"Chl_a_Holm-Hansen_sF",1.257,2011-07-11
"353292","MFD-SETNO052","2011","7","11",44.6425,-66.3375,5,"Chl_a_Holm-Hansen_sF",0.984,2011-07-11
"353296","MFD-SETNO053","2011","7","11",44.5687,-66.2108,5,"Chl_a_Holm-Hansen_sF",1.694,2011-07-11
"353300","MFD-SETNO054","2011","7","11",44.7013,-65.967,5,"Chl_a_Holm-Hansen_sF",1.153,2011-07-11
"353304","MFD-SETNO055","2011","7","11",44.8128,-65.7832,5,"Chl_a_Holm-Hansen_sF",2.269,2011-07-11
"353308","MFD-SETNO056","2011","7","11",44.9195,-65.4775,5,"Chl_a_Holm-Hansen_sF",0.711,2011-07-11
"353312","MFD-SETNO057","2011","7","11",45.1215,-65.195,5,"Chl_a_Holm-Hansen_sF",0.547,2011-07-11
"353316","MFD-SETNO058","2011","7","11",45.1953,-65.031,5,"Chl_a_Holm-Hansen_sF",0.834,2011-07-11
"22150","Prince5","2011","7","12",44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",3.392,2011-07-12
"376071","Wolves","2011","7","12",44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",5.033,2011-07-12
"353320","MFD-SETNO059","2011","7","12",45.273,-65.0592,5,"Chl_a_Holm-Hansen_sF",0.834,2011-07-12
"353323","MFD-SETNO060","2011","7","12",45.3935,-65.235,5,"Chl_a_Holm-Hansen_sF",1.664,2011-07-12
"353327","MFD-SETNO061","2011","7","12",45.3022,-65.291,5,"Chl_a_Holm-Hansen_sF",2.156,2011-07-12
"353331","MFD-SETNO062","2011","7","12",45.1855,-65.7265,5,"Chl_a_Holm-Hansen_sF",0.916,2011-07-12
"353335","MFD-SETNO063","2011","7","12",45.072,-65.7227,5,"Chl_a_Holm-Hansen_sF",1.161,2011-07-12
"353339","MFD-SETNO064","2011","7","12",45.1027,-65.9668,5,"Chl_a_Holm-Hansen_sF",1.831,2011-07-12
"353343","MFD-SETNO065","2011","7","12",45.0698,-66.077,5,"Chl_a_Holm-Hansen_sF",1.407,2011-07-12
"353347","MFD-SETNO066","2011","7","12",45.1107,-66.1843,5,"Chl_a_Holm-Hansen_sF",1.38,2011-07-12
"353351","MFD-SETNO067","2011","7","12",44.9818,-66.3638,5,"Chl_a_Holm-Hansen_sF",1.681,2011-07-12
"353355","MFD-SETNO068","2011","7","12",44.7507,-66.4452,5,"Chl_a_Holm-Hansen_sF",0.943,2011-07-12
"376070","Brandy Cove","2011","07","12",45.0833333333333,-67.0856833333333,0,"StAndrew",3.43748311864407,2011-07-12
"376075","Deadmans","2011","07","12",45.0477666666667,-66.7778166666667,0,"StAndrew",2.77147076440678,2011-07-12
"376076","Lime Kiln","2011","07","12",45.0586666666667,-66.8225,0,"StAndrew",5.69333141525424,2011-07-12
